avg_key_interval_mean,avg_key_interval_std,typing_variance_mean,typing_variance_std,min_key_interval_mean,min_key_interval_std,max_key_interval_mean,max_key_interval_std,key_presses_count_mean,key_presses_count_std,avg_mouse_speed_mean,avg_mouse_speed_std,mouse_acceleration_mean,mouse_acceleration_std,min_mouse_speed_mean,min_mouse_speed_std,max_mouse_speed_mean,max_mouse_speed_std,mouse_moves_count_mean,mouse_moves_count_std,system_time,active_application,window_title,ip_address,public_ip,download_bytes_mean,download_bytes_std,upload_bytes_mean,upload_bytes_std,city,country
2.9708362788886507,1.1053732216091223,214.31049738941022,106.25830628011992,0.04997464913089259,0.04028073557962612,126.1857270529481,27.826539944078103,132.11904761904762,18.424956579143153,9.29602327885254,1.9030534306114264,-0.0012235525233077684,0.0629487758861666,0.0,0.0,207.5819509344774,283.35360286836146,7121.78231292517,3302.316830531404,18:15:25,AnyDesk,824 538 305 - AnyDesk,192.168.1.8,197.121.2.42,191059.04761904763,502289.57129303337,27442.068027210884,56298.44367970821,Būlāq ad Dakrūr,Egypt
