avg_key_interval,min_key_interval,max_key_interval,key_presses_count,avg_mouse_speed,min_mouse_speed,max_mouse_speed,mouse_moves_count,system_time,active_application,window_title,ip_address,public_ip,download_bytes,upload_bytes,city,country
0.1,0.1,0.1,0,0,0,0,0,00:45:44,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,86765,7719,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:45:46,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,7903,1767,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:45:49,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,5986,2033,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:45:51,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,7257,1810,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:45:53,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,8712,1689,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:45:55,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,10275,3216,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:45:58,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,10904,3960,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:46:00,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,5591,1907,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:46:02,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,8256,2043,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:46:03,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,8444,2065,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:46:05,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,6723,2028,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:46:07,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,6822,1743,Zagazig,Egypt
0.1,0.1,0.1,0,0,0,0,0,00:46:10,Visual Studio Code,active_collector.py - sentinelX - Visual Studio Code,192.168.56.1,197.120.79.137,5691,1961,Zagazig,Egypt
